,,,,
관리번호,공원명,소재지지번주소,위도,경도
41287-00009,중산 10(한뫼),경기도 고양시 일산서구 일산동 1558번지,37.69355743,126.7762593
41287-00010,호미걸이(새말),경기도 고양시 일산서구 대화동 2008번지,37.68443535,126.7577169
41287-00011,토성,경기도 고양시 일산서구 대화동 2065번지,37.68417826,126.7541354
41287-00012,왕산,경기도 고양시 일산서구 대화동 2092번지,37.68187568,126.7515212
41287-00013,성저,경기도 고양시 일산서구 대화동 2104번지,37.68232402,126.7562364
41287-00014,가와지,경기도 고양시 일산서구 대화동 2113번지,37.67989046,126.7557898
41287-00015,장성,경기도 고양시 일산서구 대화동 2166번지,37.67679795,126.7538503
41287-00016,대화,경기도 고양시 일산서구 대화동 2201번지,37.6742656,126.7538961
41287-00017,양촌,경기도 고양시 일산서구 대화동 2211번지,37.67815864,126.7491532
41287-00018,김서,경기도 고양시 일산서구 대화동 2235,37.67363707,126.7460472
41287-00019,장촌,경기도 고양시 일산서구 대화동 2241번지,37.67402156,126.7515073
41287-00020,강서,경기도 고양시 일산서구 대화동 2265번지,37.67219634,126.750729
41287-00021,도화,경기도 고양시 일산서구 일산동 1043번지,37.68229664,126.7622449
41287-00022,윗말,경기도 고양시 일산서구 일산동 1095번지,37.6771276,126.7736303
41287-00023,후동,경기도 고양시 일산서구 일산동 1400,37.6784201,126.7669398
41287-00024,이물재,경기도 고양시 일산서구 주엽동 39번지,37.67265539,126.7718758
41287-00025,문촌,경기도 고양시 일산서구 주엽동 10번지,37.67482614,126.7581874
41287-00026,주엽,경기도 고양시 일산서구 주엽동 118번지,37.66760303,126.7594579
41287-00027,백암,경기도 고양시 일산서구 주엽동 130번지,37.66954988,126.7553261
41287-00028,오거리,경기도 고양시 일산서구 주엽동 34번지,37.67618198,126.7647349
41287-00029,오마,경기도 고양시 일산서구 주엽동 34번지,37.67618198,126.7647349
41285-00052,식사(은행마을공원),경기도 고양시 일산동구 식사동 1475번지,37.67004199,126.8063409
41285-00053,하늘자전거(일산2-6),경기도 고양시 일산동구 중산동 1685,37.67951849,126.7801215
41285-00054,하늘장미(일산2-5),경기도 고양시 일산동구 중산동 1702번지,37.68051807,126.7846273
41285-00055,안곡습지,경기도 고양시 일산동구 중산동 1712번지,37.68479831,126.7849888
41285-00056,소개울(일산2-1),경기도 고양시 일산동구 중산동 1716,37.68307892,126.7824518
41285-00057,개나리(일산2-4),경기도 고양시 일산동구 중산동 1736번지,37.68382499,126.7901512
41285-00058,성아(일산2-2),경기도 고양시 일산동구 중산동 1798번지,37.67821107,126.789259
41285-00059,하늘별무리(일산2-7),경기도 고양시 일산동구 중산동 1803,37.67670638,126.7864298
41285-00060,풍동(풍식사2),경기도 고양시 일산동구 풍동 184,37.66450853,126.8035678
41285-00061,식사근린1(어침이),경기도 고양시 일산동구 식사동 1478,37.68539245,126.8122132
41285-00062,식사어린이1(상상),경기도 고양시 일산동구 식사동 1588번지,37.67456234,126.8075159
41285-00063,식사어린이2(식사숲속),경기도 고양시 일산동구 식사동 1496,37.68095775,126.8149843
41285-00064,식사어린이3(바람놀이),경기도 고양시 일산동구 식사동 1509,37.68185273,126.8112637
41285-00065,식사어린이4(과학),경기도 고양시 일산동구 식사동 1502,37.68062413,126.8148151
41285-00066,식사어린이5(올림푸스놀이),경기도 고양시 일산동구 식사동 1511,37.68293348,126.8224274
41285-00067,식사어린이6(저현),경기도 고양시 일산동구 식사동 1566,37.67170877,126.8118225
41285-00068,식사근린2(식사중앙),경기도 고양시 일산동구 식사동 1535,37.67713276,126.8119333
41285-00069,식사근린3(방아고개),"경기도 고양시 일산동구 식사동 1569,1578",37.67423648,126.8110443
41285-00070,일산문화공원,경기도 고양시 일산동구 장항동 845,37.65948674,126.7726989
41285-00071,문화공원(요진Y-City),경기도 고양시 일산동구 백석동 1237-1,37.64336554,126.7920516
41287-00001,탄현근린,경기도 고양시 일산서구 탄현동 산16,37.69998903,126.7752129
41287-00002,탄현 1(황룡),경기도 고양시 일산서구 탄현동 1475번지,37.697663,126.7673758
41287-00003,탄현 3(현중),경기도 고양시 일산서구 탄현동 1478번지,37.69559116,126.7675316
41287-00004,탄현 4(숯고개),경기도 고양시 일산서구 탄현동 1486번지,37.6937357,126.7662094
41287-00005,탄현 5(탄현),경기도 고양시 일산서구 탄현동 1495번지,37.69382211,126.7688736
51720-00022,보령슈퍼앞 소공원,,37.695663,127.885794
51720-00023,예원하이빌 소공원,,37.698588,127.883057
51720-00024,양덕원1리어린이공원,,37.616422,127.770180
51720-00025,당간지주공원,,37.687843,127.883350
51720-00026,세방쌈지 소공원,,37.693253,127.892550
51720-00027,미진아파트 뒷 소공원,,37.695845,127.891264
41113-00144,52호소공원,경기도 수원시 권선구 서둔동 327,37.26559631,126.9943438
41115-00039,53호소공원,수원시 권선구 서둔동 321-4,37.26581247,126.9948279
41115-00040,16호소공원,경기도 수원시 팔달구 화서동 767,37.28391618,126.9944429
41115-00041,49호소공원,경기도 수원시 팔달구 남수동 11-515,37.28304593,127.0217246
41115-00042,66호소공원,,37.28344168,127.0048542
41115-00043,67호소공원,경기도 수원시 팔달구 북수동 69,37.28609837,127.0162903
41115-00044,73호소공원,경기도 수원시 팔달구 지동 465,37.28273023,127.0240013
41117-00086,영덕소공원,경기도 수원시 영통구 영통동 1167,37.2655479553,127.0759126
41117-00087,10호소공원,경기도 수원시 영통구 망포동 478,37.23940506,127.0636435
41117-00088,17호소공원,경기도 수원시 영통구 영통동 1157,37.24431656,127.0622548
41117-00089,19호소공원,경기도 수원시 영통구 망포동 434,37.24371555,127.0630328
41410-00104,울림어린이공원,경기도 군포시 당정동 1020-1,37.34088576,126.9494649
41410-00090,당거리어린이공원,경기도 군포시 당동 968-2,37.34503393,126.939301
41410-00062,한얼어린이공원,경기도 군포시 산본동 1266,37.36637628,126.9360033
41410-00065,안금정어린이공원,경기도 군포시 금정동 724-6,37.36388083,126.9422315
41410-00041,계룡어린이공원,경기도 군포시 산본동 1152-6,37.3549311,126.9223956
41410-00094,당골어린이공원,경기도 군포시 당동 873-2,37.344051,126.941878
41410-00099,달님어린이공원,경기도 군포시 당정동 967-4,37.347138,126.954332
41410-00103,장미어린이공원,경기도 군포시 산본동 1092-1,37.367061,126.9312772
11440-00025,양화어린이공원,서울특별시 마포구 합정동 394-1,37.55035357,126.908449
47850-00032,왜관공원,경상북도 칠곡군 왜관읍 석전리 792,35.9986154,128.398044
47850-00033,삼청제1공원,경상북도 칠곡군 왜관읍 삼청리 477-7,35.9838190,128.4259730
47850-00034,왜관제4어린이공원,경상북도 칠곡군 왜관읍 왜관리 1449,35.9781140,128.4004930
47850-00035,왜관소공원,경상북도 칠곡군 왜관읍 왜관리 1542,35.9757350,128.3995250
47850-00036,아곡1소공원,경상북도 칠곡군 왜관읍 아곡리 829,36.0107010,128.4303880
47850-00037,아곡2소공원,경상북도 칠곡군 왜관읍 아곡리 816,36.0067750,128.4328970
47850-00038,연화공원(소공원),경상북도 칠곡군 지천면 연화리 1035,35.9530460,128.4572390
47850-00039,한실공원,경상북도 칠곡군 왜관읍 삼청리 1100,35.9706800,128.4298100
47850-00040,왜관3공단-1호공원,경상북도 칠곡군 왜관읍 낙산리 1027,35.9312200,128.4180300
47850-00041,왜관3공단-2호공원,경상북도 칠곡군 왜관읍 낙산리 1115,35.9300700,128.4222800
47850-00042,왜관3공단-3호공원,경상북도 칠곡군 왜관읍 낙산리 1066,35.9267400,128.4171000
47850-00043,왜관3공단-4호공원,경상북도 칠곡군 왜관읍 낙산리 1162-2,35.9247800,128.4194400
47850-00044,중리3공단소공원,경상북도 칠곡군 석적읍 중리 443-9,36.0807600,128.4035700
51720-00010,JC 소공원,,37.688750,127.876272
51720-00011,꽃뫼공원,,37.691894,127.886114
51720-00012,도시산림공원 토리숲,,37.689873,127.895277
51720-00013,대기고개 소공원,,37.698887,127.897070
51720-00014,송학공원,,37.689169,127.867246
51720-00015,장수 소공원,,37.681588,127.880487
51720-00016,연봉2리 소공원,,37.685112,127.875029
51720-00017,희망나눔 소공원,,37.693659,127.888786
51720-00018,샘터골 소공원,,37.699357,127.892352
51720-00019,활터녹색나눔숲,,37.693623,127.881588
51720-00020,이팝나무어린이공원,,37.684140,127.871372
51720-00021,동구나무어린이공원,,37.613710,127.767498
47850-00021,중리제5공원(테니스장공원),경상북도 칠곡군 석적읍 중리 247-3,36.0726630,128.4140840
47850-00022,중리제6공원(배수지공원),경상북도 칠곡군 석적읍 중리 263-2,36.0731970,128.4085740
47850-00023,남율제1공원,경상북도 칠곡군 석적읍 남율리 143,36.0669190,128.4017960
47850-00024,남율제2공원,경상북도 칠곡군 석적읍 남율리 산38,36.0701020,128.4094980
47850-00025,남율제3공원,경상북도 칠곡군 석적읍 남율리 235,36.0644040,128.4026070
47850-00026,남율제4공원,경상북도 칠곡군 석적읍 남율리 산 45-13,36.0664460,128.4092550
47850-00027,남율제5공원,경상북도 칠곡군 석적읍 남율리 산 44-20,36.0679380,128.4114500
47850-00028,중리제7공원(장승백이공원),경상북도 칠곡군 석적읍 중리 161-16,36.0778820,128.4015340
47850-00029,중리제8공원(신맞이공원),경상북도 칠곡군 석적읍 중리 172-3,36.0768990,128.4037410
47850-00030,중리제9공원(큰골공원),경상북도 칠곡군 석적읍 중리 170-6,36.0755900,128.4020910
47850-00031,낙산공원,경상북도 칠곡군 왜관읍 낙산리 690-1,35.9378750,128.4084170
47840-00015,학산체육공원,경상북도 성주군 성주읍 학산리 755,35.94080893,128.2909231
47850-00001,동락공원,경상북도 칠곡군 석적읍 중리 495-5,36.0862750,128.4007110
47850-00002,인평제2공원(한마음공원),경상북도 칠곡군 북삼읍 인평리 705-3,36.0634600,128.3330560
47850-00003,인평제3공원(허브공원),경상북도 칠곡군 북삼읍 숭오리 15-1,36.0693150,128.3339630
47850-00004,인평제4공원(그루터기공원),경상북도 칠곡군 북삼읍 인평리 676-1,36.0684180,128.3407900
47850-00005,인평제5공원(해오름1공원),경상북도 칠곡군 북삼읍 인평리 1087,36.0687790,128.3494990
47850-00006,인평제2공원(체육공원),경상북도 칠곡군 북삼읍 인평리 21-1,36.0726696242,128.3408330
47850-00007,금산공원,경상북도 칠곡군 왜관읍 금산리 986,35.9664140138,128.4170024951
47850-00008,인평제7공원(나눔공원),경상북도 칠곡군 북삼읍 인평리 1073-1,36.0694580,128.3425400
47850-00009,인평제8공원(하늘공원),경상북도 칠곡군 북삼읍 인평리 1074-1,36.0715580,128.3464470
47850-00010,삼청리어린이공원,경상북도 칠곡군 왜관읍 삼청리 410-23,35.9826050,128.4231810
47850-00011,인평제9공원(늘푸른공원),경상북도 칠곡군 북삼읍 인평리 271-2,36.0711010,128.3351230
47850-00012,인평제10공원(다모아공원),경상북도 칠곡군 북삼읍 숭오리 26-10,36.0651430,128.3348620
47850-00013,인평제11공원(두리공원),경상북도 칠곡군 북삼읍 숭오리 21-8,36.0668580,128.3367290
47850-00014,인평제12공원(은하수공원),경상북도 칠곡군 북삼읍 인평리 671-1,36.0701120,128.3381760
47850-00015,인평제13공원(초록공원),경상북도 칠곡군 북삼읍 인평리 1025,36.0718020,128.3468190
47850-00016,인평제14공원(해오름2공원),경상북도 칠곡군 북삼읍 인평리 1033,36.0684000,128.3504150
47850-00017,중리제1공원(섬계공원),경상북도 칠곡군 석적읍 중리 187,36.0758650,128.4096970
47850-00018,중리제2공원(광암공원),경상북도 칠곡군 석적읍 중리 211,36.0755930,128.4145630
47850-00019,중리제3공원(화산서당공원),경상북도 칠곡군 석적읍 중리 230,36.0762190,128.4197420
47850-00020,중리제4공원(게이트볼장공원),경상북도 칠곡군 석적읍 중리 238-4,36.0737960,128.4215290
51720-00001,무궁화공원,,37.682307,127.872401
51720-00002,전나무어린이공원,,37.685277,127.880761
51720-00003,느티나무어린이공원,,37.681322,127.879457
51720-00004,자작나무어린이공원,,37.683659,127.881984
51720-00005,꿈나무어린이공원,,37.689753,127.877415
51720-00006,태학공원,,37.708096,127.908318
51720-00007,희망어린이공원,,37.695795,127.889447
51720-00008,닭바위어린이공원,,37.692853,127.899260
51720-00009,남산어린이공원,,37.685495,127.884137
11440-00071,산사나무소공원,서울특별시 마포구 상암동 1618-1,37.575268,126.896265
11440-00072,현석소공원,서울특별시 마포구 현석동 225-2일대,37.542983,126.934492
11440-00073,노고산소공원,서울특별시 마포구 노고산동 57-53,37.555063,126.935013
11440-00074,무쇠막소공원,서울특별시 마포구 노고산동 123-1일원,37.552612,126.934174
11440-00075,독막소공원,서울특별시 마포구 대흥동 18-101일대,37.554491,126.943779
11440-00076,아소정소공원,서울특별시 마포구 공덕동 479-1,37.545468,126.9481693
11440-00077,큰우물소공원,서울특별시 마포구 공덕동 479-4,37.545536,126.9496393
11440-00078,소금동네소공원,서울특별시 마포구 염리동 532-8,37.554097,126.9462813
11440-00079,쌍룡산소공원,서울특별시 마포구 염리동 533-1,37.55174941,126.9501341
11440-00080,밤섬문화공원,서울특별시 마포구 신정동 76-1,37.542784,126.931869
11440-00081,서강나루문화공원,서울특별시 마포구 창전동 165-5,37.54527293,126.931077
11440-00082,당인동문화공원,서울특별시 마포구 당인동 27-9,37.545411,126.920154
