,,,,
관리번호,공원명,소재지지번주소,위도,경도
30200-00063,작은내,대전광역시 유성구 원신흥동 492-1,36.33878217,127.3378371
30200-00064,쑥들,대전광역시 유성구 상대동 581,36.33374319,127.330265
30200-00065,덕명,대전광역시 유성구 덕명동 507,36.35988814,127.3031845
30200-00066,문지,대전광역시 유성구 문지동 637-7,36.39523883,127.4071167
30200-00067,강변,대전광역시 유성구 문지동 664,36.39647573,127.4091963
30200-00068,덕명,대전광역시 유성구 덕명동 612,36.3454391089,127.3032524
30200-00069,응굴천,대전광역시 유성구 지족동 1073,36.38116034,127.3042193
30200-00070,우산봉,대전광역시 유성구 지족동 1111,36.3895494,127.3045341
41370-00039,수청제4어린이공원,경기도 오산시 수청동 565,37.1716379959,127.0593786948
41370-00040,궐동제3어린이공원,경기도 오산시 궐동 624,37.1606916158,127.0575394051
41370-00041,궐동제4어린이공원,경기도 오산시 궐동 660,37.1590538673,127.0568086423
41370-00042,궐동제5어린이공원,경기도 오산시 궐동 656,37.1579589500,127.060024
41370-00043,부산어린이공원,경기도 오산시 부산동 479-6,37.1525467904,127.0881616051
41370-00044,가수제2어린이공원,경기도 오산시 가수동 14-5,37.147756,127.0488645273
41370-00045,원동제1근린공원,경기도 오산시 원동 404-7,37.1384815783,127.0709834146
41370-00046,죽미근린공원,경기도 오산시 세교동 620,37.1826002246,127.0460472938
41370-00047,느티근린공원,경기도 오산시 금암동 497,37.1769761649,127.0501796860
41800-00003,은대근린공원,경기도 연천군 전곡읍 은대리 573,38.02808666,127.0649738
41800-00014,신서수변공원,경기도 연천군 신서면 대광리 1318-42,38.18767638,127.1062843
41800-00013,1호 소공원(고문리),경기도 연천군 연천읍 고문리 898,38.06237861,127.1289215
41800-00011,23호 소공원(로하스파크),경기도 연천군 군남면 옥계리 1259-9,38.12852638,127.0456059
41800-00011,24호 소공원(로하스파크),경기도 연천군 군남면 옥계리 1259-9,38.12852638,127.0456059
41800-00013,코아루 아파트 소공원,경기도 연천군 전곡읍 은대리 2052-2,38.033266,127.054587
41800-00014,석미3차 아파트 소공원,경기도 연천군 전곡읍 전곡리 708,38.018969,127.075143
41800-00010,연천어린이공원,경기도 연천군 연천읍 차탄리 624,38.10060873,127.0772496
41800-00009,휴먼시아 어린이공원,경기도 연천군 전곡읍 전곡리 704-1,38.01804816,127.0703264
41800-00008,조흥어린이공원(전곡6호),경기도 연천군 전곡읍 전곡리 263-3,38.01981881,127.0698103
41800-00007,명정어린이공원,경기도 연천군 전곡읍 전곡리 411-11,38.03227566,127.0728127
41800-00015,전곡어린이공원(전곡5호),경기도 연천군 전곡읍 전곡리 324-98,38.02171542,127.0754043
41800-00006,현가근린공원,경기도 연천군 연천읍 현가리 57-1,38.10909932,127.0789878
41800-00005,전곡근린공원,경기도 연천군 전곡읍 전곡리 355-1,38.02962375,127.0739306
41800-00002,옥산근린공원,경기도 연천군 연천읍 옥산리 423-1,38.09628893,127.0782339
41800-00001,백학근린공원,경기도 연천군 백학면 통구리 1071-10,38.01519005,126.922946
11320-00071,서울북부지방검찰청주변녹지,서울특별시 도봉구 도봉2동 626-22,37.6756414,127.0466808
26440-00017,맹꽁어린이공원,부산광역시 강서구 명지동 3235-1,35.080752,128.897908
26440-00018,명호어린이공원,부산광역시 강서구 명지동 3236-1,35.08066501,128.900785
26440-00019,등대공원,부산광역시 강서구 명지동 3241-1,35.080713,128.906433
26440-00020,도담공원,부산광역시 강서구 명지동 3242-4,35.079992,128.9104877
26440-00021,남명공원,부산광역시 강서구 명지동 3243-3,35.083292,128.909979
26440-00022,갈대성공원,부산광역시 강서구 명지동 3244-1,35.083147,128.906046
26440-00023,명지공원,부산광역시 강서구 명지동 3247,35.087763,128.9085249
26440-00024,철새탐방공원,부산광역시 강서구 명지동 3308-3,35.08408028,128.9118101
26440-00025,장전공원,부산광역시 강서구 미음동 1531,35.16168262,128.8615873
26440-00026,탑동공원,부산광역시 강서구 미음동 1536-1,35.16194516,128.8585526
26440-00079,돛단배공원,부산광역시 강서구 명지동 3577-1,35.09594065,128.9002654
26440-00027,남강공원,부산광역시 강서구 미음동 1553-7,35.156126,128.856431
26440-00028,와룡공원,부산광역시 강서구 미음동 1559,35.15653403,128.853379
26440-00029,범방공원,부산광역시 강서구 미음동 1528-3,35.160474,128.863743
26440-00001,구랑공원,부산광역시 강서구 구랑동 1199-7,35.13117903,128.8529028
26440-00002,압곡공원,부산광역시 강서구 구랑동 1218,35.12848615,128.8442359
26440-00003,서연정공원,부산광역시 강서구 대저1동 1330-5,35.21647893,128.969512
26440-00004,용두공원,부산광역시 강서구 대저2동 1870-67,35.183679,128.956007
26440-00005,새동내공원,부산광역시 강서구 대저2동 2407-1,35.174568,128.950612
41570-00149,한강근린12,경기도 김포시 마산동 621-1,37.64092255,126.6437674
11200-00001,응봉,,37.5537419317,127.0273495294
11200-00002,달맞이,서울특별시 성동구 금호동4가 산 27,37.5433496006,127.0193024442
11200-00003,무학봉,서울특별시 성동구 하왕십리동 890-243,37.5612312466,127.0259523173
11200-00004,금호,서울특별시 성동구 금호동3가 1266,37.5490411673,127.0190198709
26440-00031,송정공원,"부산광역시 강서구 송정동 1455, 1476",35.10048771,128.8243905
26440-00054,죽곡공원,부산광역시 강서구 범방동 1899-1,35.147447,128.878631
26440-00032,희망공원,부산광역시 강서구 송정동 1625,35.09309167,128.8531419
26440-00033,보람공원,부산광역시 강서구 송정동 1718,35.088095,128.843216
26440-00077,봄뜰공원,부산광역시 강서구 명지동 3513-3,35.10559621,128.9258286
26440-00034,소정공원,부산광역시 강서구 신호동 234-6,35.08443652,128.879222
26440-00035,소담공원,부산광역시 강서구 신호동 263-1,35.080557,128.878164
26440-00036,신호공원,부산광역시 강서구 신호동 315-1,35.08217087,128.8708641
26440-00037,신호공원,부산광역시 강서구 신호동 315-7,35.08268678,128.8695172
26440-00038,가람공원,부산광역시 강서구 지사동 1175,35.14995875,128.8202445
26440-00039,지사공원(2호근린공원),부산광역시 강서구 지사동 1180,35.15133835,128.8314007
26440-00040,선비공원,부산광역시 강서구 지사동 1185-2,35.15097229,128.8394872
26440-00041,꿈나래공원,부산광역시 강서구 지사동 1189-7,35.149803,128.835211
26440-00042,신명공원(1호근린공원),부산광역시 강서구 지사동 1258,35.147492,128.825637
26440-00016,큰나무공원,부산광역시 강서구 명지동 3234-1,35.08309131,128.897766
26440-00078,옛터공원,부산광역시 강서구 명지동 3483-4,35.107713,128.9219154
41570-00148,풍무제1어린이공원,경기도 김포시 풍무동 765,37.603603,126.7264061
26440-00071,파도공원,부산광역시 강서구 명지동 3409,35.09346196,128.9159765
26440-00072,두루미공원,부산광역시 강서구 명지동 3455-5,35.09569613,128.923634
26440-00073,녹산고향동산,부산광역시 강서구 범방동 1998,35.15428075,128.8861797
26440-00075,수참공원,부산광역시 강서구 미음동 1684,35.15294993,128.8683978
26440-00043,숲길공원,부산광역시 강서구 지사동 1279,35.14716022,128.8243936
26440-00044,해관공원,부산광역시 강서구 천성동 1642-3,35.03849192,128.814867
26440-00045,화암공원,부산광역시 강서구 화전동 554-3,35.110563,128.877536
26440-00046,화전공원,부산광역시 강서구 화전동 582-1,35.105611,128.879107
26440-00047,화연공원,부산광역시 강서구 화전동 597-2,35.1021469,128.879468
26440-00048,화동공원,부산광역시 강서구 화전동 606,35.11124213,128.886451
26440-00049,생활공원,부산광역시 강서구 생곡동 1531-5,35.1352029,128.8852347
26440-00050,한적공원,부산광역시 강서구 생곡동 1539-1,35.13196464,128.880666
26440-00051,불미공원,부산광역시 강서구 생곡동 1539-7,35.13148096,128.8811555
26440-00052,생곡공원,부산광역시 강서구 생곡동 1537-2,35.13199275,128.8817074
26440-00076,미음공원,부산광역시 강서구 미음동 1647,35.14698172,128.8636758
26440-00053,웃들공원,부산광역시 강서구 녹산동 1338-12,35.11506377,128.8823946
26440-00055,마비등공원,부산광역시 강서구 범방동 1903-3,35.146778,128.881378
26440-00056,석말공원,부산광역시 강서구 범방동 1911-16,35.14495637,128.879017
26440-00057,세산공원,부산광역시 강서구 범방동 1903-3,35.146754,128.8813045
26440-00058,우열등공원,부산광역시 강서구 범방동 1920,35.13986929,128.885057
26440-00030,범방어린이공원,부산광역시 강서구 범방동 1851,35.152202,128.883356
43113-00036,마당이마,충청북도 청주시 흥덕구 복대동 1101,36.6300283966,127.4434994306
43113-00037,청향,충청북도 청주시 흥덕구 비하동 678-3,36.63740847,127.4200295
43113-00038,버드나무,충청북도 청주시 흥덕구 복대동 1987,36.62765528,127.4417733
43113-00039,냉경,충청북도 청주시 흥덕구 복대동 2171,36.627223,127.442539
43113-00040,명경,충청북도 청주시 흥덕구 복대동 2340,36.62510349,127.448471
43113-00041,주현,충청북도 청주시 흥덕구 봉명동 2150,36.6477528,127.4552284
43113-00042,백봉,충청북도 청주시 흥덕구 봉명동 2028,36.64841208,127.4593553
43113-00043,풍산,충청북도 청주시 흥덕구 가경동 1331,36.372953,127.268911
43113-00044,풍광,충청북도 청주시 흥덕구 가경동 824,36.374048,127.261469
43113-00045,형석,충청북도 청주시 흥덕구 가경동 767,36.374279,127.262287
43113-00046,세원,충청북도 청주시 흥덕구 가경동 1192,36.373439,127.262435
43112-00065,호국공원(92호),충청북도 청주시 서원구 사직동 639-13,36.63050528,127.4739715
42760-00028,송정4공원,강원도 평창군 진부면 송정리 2515,37.6352816464,128.5625617
42760-00029,송정5공원,강원도 평창군 진부면 송정리 2531,37.6326993707,128.5611614189
42760-00030,대화체육공원,강원도 평창군 대화면 대화리 407-1,37.5021105782,128.4597399425
43112-00011,산남주공,충청북도 청주시 서원구 수곡동 329,36.365936,127.285479
43112-00012,장구봉공원,충청북도 청주시 서원구 개신동 505,36.371626,127.265177
43112-00013,무터골,충청북도 청주시 서원구 수곡동 740,36.61888713,127.4705289
43112-00014,한마음,충청북도 청주시 서원구 수곡동 778,36.365578,127.283058
43112-00015,청실,충청북도 청주시 서원구 수곡동 1000,36.365149,127.283599
43112-00016,방죽말,충청북도 청주시 서원구 수곡동 984,36.61452688,127.4738558
43112-00017,비전공원,충청북도 청주시 서원구 분평동 1197,36.364111,127.294342
43113-00032,매봉공원,충청북도 청주시 흥덕구 모충동 산462-28,36.623341,127.473094
43113-00033,명심공원,충청북도 청주시 흥덕구 신봉동 산 7-3,36.655369,127.462394
43113-00034,여수동,충청북도 청주시 흥덕구 복대동 1671,36.630631,127.4498985
43113-00035,옷샘,충청북도 청주시 흥덕구 복대동 1829,36.372865,127.265985
26440-00061,사구범방대수변공원,부산광역시 강서구 범방동 1891,35.149228,128.8857877
26440-00062,가리새수변공원,부산광역시 강서구 범방동 1913,35.14278145,128.8874917
26440-00063,물결공원,부산광역시 강서구 명지동 3403,35.09398169,128.9125905
26440-00074,태야공원,부산광역시 강서구 미음동 1659,35.14594508,128.8730082
26440-00064,소리공원,부산광역시 강서구 명지동 3398,35.097566,128.9121426
26440-00065,울림공원,부산광역시 강서구 명지동 3392,35.09900855,128.9259889
26440-00066,너울공원,부산광역시 강서구 명지동 3439,35.09581412,128.925039
26440-00067,나뭇잎공원,부산광역시 강서구 명지동 3428-4,35.094776,128.921641
26440-00068,큰배공원,부산광역시 강서구 명지동 3349,35.10259051,128.921011
26440-00069,꽃게공원,부산광역시 강서구 명지동 3313-9,35.1114825,128.9210893
26440-00070,꿀벌공원,부산광역시 강서구 명지동 3406,35.093227,128.9147464
52130-00097,제60공원,전북특별자치도 군산시 지곡동 610,35.950098,126.713949
52130-00095,동지곡길 공원,전북특별자치도 군산시 지곡동 156-5,35.95440511,126.707262
52130-00094,분멀2길 공원,전북특별자치도 군산시 오식도동 677-4,35.96297562,126.570943
52130-00093,요죽2길 공원,전북특별자치도 군산시 오식도동 634-5,35.96262834,126.564021
52130-00092,요죽4길 공원,전북특별자치도 군산시 오식도동 615-2,35.964548,126.563865
52130-00091,요죽5길 공원,전북특별자치도 군산시 오식도동 806-4,35.966955,126.564687
52130-00090,요죽길 공원,전북특별자치도 군산시 오식도동 805-2,35.969774,126.563793
52130-00089,신평3길 공원,전북특별자치도 군산시 지곡동 564-1,35.958202,126.712377
52130-00088,상지곡안3길 공원,전북특별자치도 군산시 지곡동 531,35.957196,126.709411
52130-00087,상지곡안2길 공원,전북특별자치도 군산시 지곡동 510-5,35.958761,126.7065729
52130-00086,동원중 뒤 공원,전북특별자치도 군산시 나운동 155-8,35.959125,126.701853
52130-00085,늘푸른공원,전북특별자치도 군산시 나운동 153-10,35.960746,126.6983089
52130-00084,나운주공4차 공원,전북특별자치도 군산시 나운동 45-5,35.96720877,126.709969
52130-00083,나운주공5차 공원,전북특별자치도 군산시 나운동 45-3,35.96879711,126.708469
52130-00082,동검다메길 공원,전북특별자치도 군산시 조촌동 919-4,35.970604,126.742288
52130-00081,부골3길 공원,전북특별자치도 군산시 조촌동 949-5,35.974097,126.740526
52130-00080,검다메2길 공원,전북특별자치도 군산시 조촌동 876,35.968854,126.739522
52130-00079,신촌2길 공원,전북특별자치도 군산시 조촌동 897,35.96589408,126.7368976
52130-00078,조촌3길 공원,전북특별자치도 군산시 조촌동 890-4,35.96726301,126.735169
52130-00077,조촌안1길 공원,전북특별자치도 군산시 조촌동 867-15,35.96894059,126.736817
52130-00076,조촌안5길 공원,전북특별자치도 군산시 조촌동 848-5,35.970575,126.735185
52130-00075,조촌안3길 공원,전북특별자치도 군산시 조촌동 852,35.972267,126.736707
52130-00074,조촌안4길 공원,전북특별자치도 군산시 조촌동 845,35.973546,126.734946
52130-00073,조촌5길 공원,전북특별자치도 군산시 조촌동 837,35.974853,126.736677
11545-00039,진달래,서울특별시 금천구 시흥동 970-3,37.434878,126.904883
11545-00040,단군,서울특별시 금천구 시흥동 169-21,37.45569721,126.9086585
11545-00041,산장,서울특별시 금천구 시흥동 3-17,37.46089265,126.9124998
11545-00042,장미,서울특별시 금천구 시흥동 3-82,37.46163335,126.912238
11545-00043,신흥,서울특별시 금천구 시흥동 4-128,37.45990738,126.907849
11545-00044,효봉,서울특별시 금천구 시흥동 4-28,37.46069907,126.910507
11545-00045,송록,서울특별시 금천구 시흥동 791-35,37.46134022,126.906169
11545-00046,느티나무,서울특별시 금천구 시흥동 817,37.45613382,126.906735
11545-00047,은행,서울특별시 금천구 시흥동 836,37.45204371,126.9071079
11545-00048,별장길,서울특별시 금천구 시흥동 925-32,37.448147,126.908596
11545-00049,금나래중앙,서울특별시 금천구 독산동 1151,37.45807525,126.8949359
11545-00050,도하,서울특별시 금천구 독산동 1149,37.458753,126.8953896
11545-00051,박미사랑,서울특별시 금천구 시흥동 963-1,37.43762998,126.904519
11545-00052,독산,서울특별시 금천구 독산동 1160-2,37.4639174149,126.8926887443
26440-00082,도요새공원,부산광역시 강서구 명지동 3604-4,35.0918359,128.9084248
26440-00083,1호 문화공원,부산광역시 강서구 명지동 3483-5,35.1075331,128.9220272
26440-00084,금호공원,부산광역시 강서구 대저2동 3146-2,35.16580654,128.9536671
26440-00085,연정1공원,부산광역시 강서구 대저1동 1318-82,35.218336,128.968132
26440-00086,범방소공원,부산광역시 강서구 범방동 1859-14,35.15072479,128.8833845
26440-00059,가리새공원,부산광역시 강서구 범방동 1923,35.138436,128.890437
26440-00060,금병공원,부산광역시 강서구 범방동 1875-4,35.149572,128.882679
50110-00193,월령공원,제주특별자치도 제주시 한림읍 월령리 산9-3,33.3720180572,126.2259711302
50110-00194,미리내공원,제주특별자치도 제주시 노형동 1889일원,33.4583671492,126.4790916613
50110-00195,구좌문화공원,제주특별자치도 제주시 구좌읍 김녕리 497-1,33.5551854597,126.7627460061
50110-00196,소공원,제주특별자치도 제주시 애월읍 하귀1리 260-1일원,33.4881641618,126.4194412550
11545-00015,다람쥐,서울특별시 금천구 독산동 999-11,37.46824515,126.8908193
11545-00016,푸른골,서울특별시 금천구 독산동 1038-9,37.466546,126.9032037
11545-00017,무지개,서울특별시 금천구 독산동 1063-14,37.46282267,126.9009392
11545-00018,옥계,서울특별시 금천구 독산동 1067-9,37.460149,126.900302
11545-00019,무궁화,서울특별시 금천구 독산동 378-291,37.46442655,126.9044106
11545-00020,정훈,서울특별시 금천구 독산동 378-4,37.46567731,126.9063221
11545-00021,꿈나무,서울특별시 금천구 독산동 378-434,37.46346975,126.9049179
11545-00022,목화,서울특별시 금천구 독산동 883-9,37.477455,126.907262
11545-00023,동산,서울특별시 금천구 독산동 993-29,37.47292006,126.9059645
11545-00024,남문,서울특별시 금천구 독산동 160-6,37.472321,126.900396
11545-00025,구룡,서울특별시 금천구 독산동 964,37.477891,126.9027669
11545-00026,반수,서울특별시 금천구 독산동 980-44,37.4740151,126.902233
11545-00027,한사랑,서울특별시 금천구 독산동 925-2,37.467716,126.904573
11545-00028,쌈지,서울특별시 금천구 독산동 189-1,37.47090493,126.9039831
11545-00029,소망,서울특별시 금천구 독산동 196-8,37.46936829,126.9016706
11545-00030,남서울,서울특별시 금천구 시흥동 986-2,37.448336,126.902123
11545-00031,새재미,서울특별시 금천구 시흥동 855,37.45884579,126.904239
11545-00032,해태,서울특별시 금천구 시흥동 871-24,37.457773,126.901866
11545-00033,부장천,서울특별시 금천구 시흥동 893,37.45266794,126.9044062
11545-00034,풍림,서울특별시 금천구 시흥동 1026-3,37.44783408,126.9017969
11545-00035,중앙,서울특별시 금천구 시흥동 1027-2,37.44641126,126.9016027
11545-00036,꾸러기,서울특별시 금천구 시흥동 943-16,37.44316993,126.905877
11545-00037,비둘기,서울특별시 금천구 시흥동 947-4,37.441597,126.906264
11545-00038,까치,서울특별시 금천구 시흥동 959-2,37.439645,126.904994
48250-00080,차밭공원,경상남도 김해시 동상동 1109-3,35.238428,128.8887885
28710-00004,관청근린공원,인천광역시 강화군 강화읍 관청리 51,37.74886852,126.4923256
28710-00005,북산공원,인천광역시 강화군 강화읍 관청리 782-1,37.7553283747,126.4820161585
28710-00006,강화읍소공원,인천광역시 강화군 강화읍 관청리 486-2,37.7480141,126.4860645162
41410-00046,다산어린이공원,경기도 군포시 금정동 871-15,37.35020136,126.9307674
41410-00047,가야어린이공원,경기도 군포시 산본동 1155-2,37.35144813,126.9245881
41410-00048,골안어린이공원,경기도 군포시 산본동 1066-1,37.37416491,126.930087
41410-00049,도장어린이공원,경기도 군포시 산본동 1156-9,37.34985516,126.9272173
41410-00050,한라어린이공원,경기도 군포시 산본동 1156-13,37.34848569,126.9259948
41410-00051,진달래어린이공원,경기도 군포시 산본동 1156-16,37.34678448,126.9253533
41410-00052,쉼터어린이공원,경기도 군포시 산본동 1155-9,37.34457754,126.9233054
41410-00054,슬기어린이공원,경기도 군포시 산본동 1239,37.37091779,126.9359794
41410-00055,회목안어린이공원,경기도 군포시 산본동 214,37.37081936,126.9374389
41410-00058,삼성어린이공원,경기도 군포시 금정동 697,37.36847922,126.9421552
41410-00059,수리약수터어린이공원,경기도 군포시 산본동 1074,37.37366869,126.9281293
41410-00060,진설미어린이공원,경기도 군포시 산본동 1033,37.36769479,126.9396794
41410-00061,태을어린이공원,경기도 군포시 산본동 212-5,37.36623705,126.9356734
41410-00063,은혜어린이공원,경기도 군포시 금정동 80-1,37.36653538,126.9433166
41410-00064,수정어린이공원,경기도 군포시 금정동 906,37.36549533,126.9447057
41410-00066,빌라어린이공원,경기도 군포시 금정동 707-8,37.36465922,126.9391766
41410-00067,밤골어린이공원,경기도 군포시 금정동 711-4,37.3626063,126.9393014
41410-00068,느티울어린이공원,경기도 군포시 금정동 714,37.361515,126.9376809
41410-00069,하니어린이공원,경기도 군포시 금정동 759,37.36254401,126.9433668
41410-00070,목련어린이공원,경기도 군포시 산본동 1088-1,37.36987586,126.9269028
41410-00071,점말어린이공원,경기도 군포시 금정동 768-11,37.36288471,126.9460287
41410-00097,햇님어린이공원,경기도 군포시 당정동 977-3,37.34806584,126.9571357
41410-00098,동산어린이공원,경기도 군포시 당정동 982-2,37.34700355,126.9567894
41410-00100,별님어린이공원,경기도 군포시 당정동 1003-2,37.34527928,126.9510066
41410-00101,새싹어린이공원,경기도 군포시 당정동 1014-2,37.34351572,126.9491359
11440-00069,상수나루소공원,서울특별시 마포구 상수동 402-2,37.54610993,126.926336
43113-00024,연당리,충청북도 청주시 흥덕구 운천동 950,36.64394525,127.4742864
43113-00025,절터,충청북도 청주시 흥덕구 운천동 1487,36.384712,127.284885
43113-00026,장대들,충청북도 청주시 흥덕구 운천동 1570,36.384028,127.284886
43113-00027,돌아바위,충청북도 청주시 흥덕구 운천동 1100,36.645241,127.477239
43113-00028,강내공원,충청북도 청주시 흥덕구 강내면 월곡리150-115,36.623911,127.373022
43113-00029,미소,충청북도 청주시 흥덕구 강내면 탑연리 389,36.622678,127.361904
43113-00030,월곡,충청북도 청주시 흥덕구 강내면 월곡리 304-2,36.62188616,127.3692449
43113-00031,은하수,충청북도 청주시 흥덕구 강내면 월곡리 246-1,36.622592,127.361972
43112-00001,잠두봉공원,충청북도 청주시 서원구 수곡동 산22,36.61318042,127.4850971
43112-00002,삼선당공원,충청북도 청주시 서원구 개신동 산71-1,36.371021,127.272534
43112-00003,사직단공원,충청북도 청주시 서원구 사직동 604-26,36.63518703,127.4786068
43112-00004,수곡,충청북도 청주시 서원구 수곡동 84-4,36.62031306,127.4843861
43112-00005,사직2공원,충청북도 청주시 서원구 사직동 산 126-9,36.6345137738,127.4732900905
43112-00006,천수골,충청북도 청주시 서원구 사창동 182,36.63794468,127.461194
43112-00007,구룡공원,충청북도 청주시 서원구 성화동 80-9,36.362985,127.272516
43112-00008,분평 새동네,충청북도 청주시 서원구 분평동 1104,36.61268924,127.4764021
43112-00009,활장,충청북도 청주시 서원구 수곡동 316,36.365766,127.283751
43112-00010,안말,충청북도 청주시 서원구 수곡동 336,36.365311,127.284552
50110-00046,김녕공원,제주특별자치도 제주시 구좌읍 김녕리 4302,33.5565332343,126.7353234414
50110-00047,동복공원,제주특별자치도 제주시 구좌읍 동복리 1679,33.5528234521,126.7080347949
50110-00048,상도공원,제주특별자치도 제주시 구좌읍 상도리 392-1,33.5142653061,126.8704396820
50110-00049,평대공원,제주특별자치도 제주시 구좌읍 평대리 468-36,33.5267597755,126.8471296901
50110-00050,세화공원,제주특별자치도 제주시 구좌읍 상도리 471-32,33.5236098769,126.8634255904
50110-00051,용암해수제1공원,제주특별자치도 제주시 구좌읍 한동리 4849-20,33.5416340711,126.8118745659
50110-00052,함덕공원,제주특별자치도 제주시 조천읍 함덕리 919,33.5377042045,126.6676196399
50110-00053,만세공원,제주특별자치도 제주시 조천읍 조천리 1134,33.5408076663,126.6418077673
44210-00069,산단2 제2호 소공원,충청남도 서산시 성연면 해성리 641,36.86181595,126.4790708
44210-00070,산단2 제3호 소공원,충청남도 서산시 성연면 해성리 648,36.85983573,126.4802218
44210-00071,산단2 제4호 소공원,충청남도 서산시 성연면 해성리 645,36.86213661,126.4820529
44210-00072,테크노 제5호 소공원,충청남도 서산시 성연면 오사리 1649,36.82899786,126.4456556
44210-00073,테크노 제6호 소공원,충청남도 서산시 성연면 왕정리 642,36.83059111,126.4534695
44210-00074,테크노 제7호 소공원,충청남도 서산시 성연면 왕정리 605,36.82996119,126.4572555
44210-00075,비도시 제2호 소공원,충청남도 서산시 음암면 도당리 1293-8,36.80104521,126.5178657
44210-00076,비도시 제3호 소공원,충청남도 서산시 고북면 가구리 624-25,36.67009401,126.5331501
44210-00077,비도시 제5호 소공원,충청남도 서산시 부석면 취평리 297-13,36.71245974,126.3926071
44210-00078,서산 제8호 소공원,충청남도 서산시 예천동 1387,36.76593681,126.4475952
44210-00079,서산 제9호 소공원,충청남도 서산시 예천동 1581,36.7651091763,126.4490069
44210-00080,서산 제10호 소공원,충청남도 서산시 예천동 1699,36.76550173,126.4519159
44210-00081,서산 제11호 소공원,충청남도 서산시 예천동 1457,36.76357913,126.4472929609
44210-00082,서산 제12호 소공원,충청남도 서산시 예천동 1552,36.76321915,126.4493618
44210-00083,오학리소공원,충청남도 서산시 해미면 오학리 238-4,36.7188229,126.5525719
44210-00084,대산 제35호 수변공원,충청남도 서산시 대산읍 대산리 1569,36.93914769,126.4279552
44210-00085,서산 제1호 수변공원,충청남도 서산시 예천동 1503,36.7624159964,126.4492014435
44210-00086,서산 제2호 수변공원,충청남도 서산시 예천동 1721,36.76238519,126.4503168542
44210-00087,대산 제36호 체육공원,충청남도 서산시 대산읍 대죽리 1162,36.99454451,126.4100591
44210-00088,남1공원,충청남도 서산시 지곡면 무장리 1698,36.85023747,126.4551563
44210-00089,석림공원,충청남도 서산시 석림동 758-1,36.76995218,126.4600165
50110-00040,대림공원,제주특별자치도 제주시 한림읍 대림리 977,33.4295246669,126.2810534077
50110-00041,한림공원,제주특별자치도 제주시 한림읍 협재리 2610,33.3902248600,126.2396912000
50110-00042,망오름공원,제주특별자치도 제주시 한림읍 상명리 산5,33.3653530128,126.2616340183
50110-00043,신엄공원,제주특별자치도 제주시 애월읍 신엄리 2386,33.4700122576,126.3620967443
50110-00044,수산공원,제주특별자치도 제주시 애월읍 수산리 산1-1,33.4738201227,126.3828400594
50110-00045,하귀1근린공원,제주특별자치도 제주시 애월읍 하귀1리 199,33.4847847649,126.4137775960
48121-00019,평산공원,경상남도 창원시 의창구 팔용동 72-1,35.251463,128.6150603714
50110-00093,1-38호공원,제주특별자치도 제주시 도남동 67-20,33.4905625892,126.5298924536
50110-00094,1-39호공원,제주특별자치도 제주시 이도2동 375-1,33.5001294316,126.5379905948
50110-00095,1-40호공원,제주특별자치도 제주시 이도2동 404,33.4975033618,126.5407809206
50110-00096,1-41호공원,제주특별자치도 제주시 일도2동 65,33.5022760459,126.5447582552
50110-00097,1-42호공원,제주특별자치도 제주시 일도2동 88,33.4999826704,126.5472874775
50110-00098,1-43호공원,제주특별자치도 제주시 도두1동 2620,33.5040383903,126.4648834107
50110-00099,1-44호공원,제주특별자치도 제주시 연동 2330-1,33.4926239000,126.4887739963
50110-00100,1-45호공원,제주특별자치도 제주시 연동 2319-1,33.4918694335,126.4866018593
50110-00101,1-46호공원,제주특별자치도 제주시 연동 1962-1,33.4902740992,126.4843589537
50110-00102,1-47호공원,제주특별자치도 제주시 노형동 1031-1,33.4922110704,126.4752515991
50110-00103,1-48호공원,제주특별자치도 제주시 노형동 1041-10,33.4899426962,126.4761370754
50110-00104,1-49호공원,제주특별자치도 제주시 노형동 1274-8,33.4892038024,126.4813588143
50110-00105,1-50호공원,제주특별자치도 제주시 노형동 1066-1,33.4884690634,126.4777956491
50110-00106,1-51호공원,제주특별자치도 제주시 노형동 1056-4,33.4874581145,126.4755382758
50110-00107,1-52호공원,제주특별자치도 제주시 노형동 1285-2,33.4854870775,126.4766321794
50110-00108,1-53호공원,제주특별자치도 제주시 도련2동 578-5,33.5149701434,126.5898944171
50110-00109,1-54호공원,제주특별자치도 제주시 도련1동 1795-3,33.5121215301,126.5908562911
50110-00110,1-55호공원,제주특별자치도 제주시 도련1동 1769-9,33.5115302803,126.5886694263
50110-00111,1-56호공원,제주특별자치도 제주시 도련1동 2264-9,33.5089576826,126.5850439477
50110-00112,1-57호공원,제주특별자치도 제주시 도련1동 2224,33.5079692848,126.5815267698
29140-00002,상록,광주광역시 서구 농성동311-1,35.15564453,126.8886003
29140-00003,평화,광주광역시 서구 치평동 1204,35.15654877,126.8516013
29155-00001,아시아다문화커뮤니티,광주광역시 남구 구동 1,35.1484404,126.9094431
29155-00002,양림,광주광역시 남구 양림동 201-87,35.14043027,126.916169
29155-00003,광주,광주광역시 남구 구동 21-1,35.14707323,126.9100957
29155-00004,아시아전통문화,광주광역시 남구 구동 24,35.14550428,126.908944
29155-00005,사직,광주광역시 남구 사동 177,35.14330864,126.9103826
29155-00006,봉선,광주광역시 남구 봉선동 1016,35.13051709,126.9110622
29155-00007,유안,광주광역시 남구 봉선동 134,35.1231668,126.9166045
